hotelname,address,district,lat,lon,rating,count_rating,star,budget,time,facilities,service,district,URL,image1,image2,review
Silverland Yen Hotel,"73-75 Thủ Khoa Huân, Quận 1, Thành Phố Hồ Chí Minh",1,10.7747232,106.696355,4.6,1400,4,3803633.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Đỗ xe miễn phí, Bể bơi, Bồn tắm nước nóng, Điều hòa nhiệt độ, Trung tâm thể dục, Spa",Quầy Bar · Phòng Tập Thể Dục · Món Ăn Sáng,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAAgACgAMidDaGtJaG9mQTVlVGh3b041R2cwdlp5OHhNV00yWmpCcU1YbzJFQUU4DUgA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0COoDEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEPQC,https://lh3.googleusercontent.com/p/AF1QipOW-JEjW97lah1_7KW9Xj_2n-aRnoa-PfYq3zKb=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/p/AF1QipMZepnp7KAIptfiucJkvr1mUJGlQyxnCbYxkTKT=s287-w287-h192-n-k-no-v1,Tư vấn rất nhiệt tình. Phòng óc sạch sẽ nhất định sẽ ghé vào dịp sau
Alagon Saigon Hotel & Spa,"291 Lý Tự Trọng, Quận 1, Thành Phố Hồ Chí Minh",1,10.778569486821247,106.7015995871049,4.0,2300,4,1773264.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Bể bơi ngoài trời, Bồn tắm nước nóng, Điều hòa nhiệt độ, Trung tâm thể dục, Spa, Quán bar",Phòng Tập Thể Dục · Món Ăn Sáng · Chăm Sóc Sức Khỏe,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENCST0gACgAMidDaGtJa2FmaHNfTDAxZV9lQVJvTUwyY3ZNVEpvYldwemVXMDVFQUU4DUgA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CCgQwIsFahgKEwjwqcOsh-OQAxUAAAAAHQAAAAAQygM,https://lh3.googleusercontent.com/p/AF1QipO0JxBykMbw6dzctBPfMgdKRYKoTv5baZRlISUX=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/p/AF1QipMlGl6UvAlyvu_JvS8wrzMzyK4rkfab0hrp6zmS=s287-w287-h192-n-k-no-v1,"Giá cả Hợp Lý và Dv rất chuyên nghiệp
Lần sau có dịp đến Côn Đảo gia đình mình sẽ tiếp tục đến MinhMinh Hotel 😍😍😍😍"
M Hotel Saigon,"39 Đ. Tôn Thất Thiệp, Quận 1, Thành Phố Hồ Chí Minh",1,10.7735333,106.7025018,4.4,505,4,2430357.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Bồn tắm nước nóng, Điều hòa nhiệt độ, Trung tâm thể dục, Spa, Chỗ đậu xe, Quán bar",Vị Trí · Dịch Vụ · Món Ăn Sáng,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENCST0gACgAMihDaG9JNGFhMWx1ZWVfdGVJQVJvTkwyY3ZNVEZuZHpKeGRqZDRjUkFCOA1IAA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CGgQwIsFahgKEwjwqcOsh-OQAxUAAAAAHQAAAAAQygM,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyokfWWxjzzitzyiU2zVCRRIAh8a3czvRkiSoBdtC-559foUFBQQ5jd70hsZkPzbKmfbQOEzaDzatWVX8q8ufyW13S4xTPjUCd78TUgZmQnvhq5V7EBkH7CCr7B8xTpmua4Ezrl=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwaIykDwEV_yp1GDquSUAFYZzDz2S4E-l12Yg_XTxBVBTRWp_xbOJn5AZXKPhd8cmxQ4UaVx8mVuv16pm_hWw0DPcoL6B786DjQrxe9NjzYWsIjDj3pkvJJN1cX33dOkdCm2RU=s287-w287-h192-n-k-no-v1,Rất tốt. Sạch sẽ. Chủ nhiệt tình hỗ trợ hết mức. Lần sau sẽ quay lại. Ngay gần trung tâm thị trấn đi đâu cũng tiện. Cho thuê xe máy và cung cấp lễ cúng luôn nên rất tiện
Winsuites Saigon Hotel,"28-30-32 Lê Lai, Quận 1, Thành Phố Hồ Chí Minh",1,10.818177,106.683644,4.4,627,4,2065855.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Bể bơi ngoài trời, Điều hòa nhiệt độ, Trung tâm thể dục, Chỗ đậu xe, Quán bar, Nhà hàng",Món Ăn Sáng · Vị Trí · Quầy Bar,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENCST0gACgAMihDaG9JOEthWmhNV1AwNFByQVJvTkwyY3ZNVEZtYTNJeGFuWTJNeEFCOA1IAA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CL4BEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEMoD,https://lh3.googleusercontent.com/p/AF1QipOaJmy0ZsVwjG_OYQklIUZ_HCCoieSYjdg_mTvJ=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwDydvVlmNtmzseooju-hqKYbuGn498UuIJ2tBzjwKbA7FDf0snR9oHLsUb6wc1lPwj2zvXrGB2jeRLaJB5fSeT7khVeBQUT2BEvDRzU6IeifFKcC4zC-7F4h9M1EX0NvPHZTtypw=s287-w287-h192-n-k-no-v1,"Với mặt bằng thì ks hơp lý, phòng rộng."
Sunrise Central Hotel,"137 Lý Tự Trọng, Quận 1, Thành Phố Hồ Chí Minh",1,10.77379,106.6968314,4.0,876,3,1079856.0,"1 đêm, bao gồm thuế và phí","Ăn sáng, Wi-Fi miễn phí, Điều hòa nhiệt độ, Quán bar, Nhà hàng, Dịch vụ phòng, Dịch vụ giặt là, Phù hợp với trẻ em",Vị Trí · Dịch Vụ · Món Ăn Sáng,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENCST0gACgAMidDaGtJNU9qc2g1bW0tdnBsR2cwdlp5OHhNV0o1ZVd4Zk5IZHRFQUU4DUgA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CLICEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEMoD,https://lh3.googleusercontent.com/p/AF1QipO3A0XOvu-nC9VbIpV7jbxdRZje6UGoNJV97OGq=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/p/AF1QipMkscgVpi5J4vj3Zp1Hg-6CgxHlKrYC6octHRH4=s287-w287-h192-n-k-no-v1,"Unser Tante Emma Laden des Vertrauens! 👍🏻 Sehr nette Familie... 😊
Wer Schokolade oder was zum knabbern der ist hier bestens aufgehoben! 👍🏻"
Khách sạn Palace Sài Gòn,"56- 66 Nguyễn Huệ, Quận 1, Thành Phố Hồ Chí Minh",1,10.775885656743778,106.70142594584313,4.0,344,4,1470891.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Bãi đỗ xe ($), Bể bơi ngoài trời, Bồn tắm nước nóng, Điều hòa nhiệt độ, Trung tâm thể dục, Spa",Vị Trí · Món Ăn Sáng,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENCST0gACgAMihDaG9JZ3VUaXRZVEJwWURZQVJvTkwyY3ZNVEZzTW5kME5EWnFjeEFCOA1IAA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0COQCEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEMoD,https://lh3.googleusercontent.com/p/AF1QipPLH6IbypJ4sawe5N9kUUbu74JTZr_UU8gDiey7=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/p/AF1QipNYcULa6Kb246bKqNK3lFAoaxAjK_ES9DmXty5T=s287-w287-h192-n-k-no-v1,"Tuyệt vời
Phòng ở tốt
Chủ thân thiện nhiệt tình vui tính :)"
The Reverie Saigon,"22-36 Nguyễn Huệ, Quận 1, Thành Phố Hồ Chí Minh",1,10.7739136,106.70476852032456,4.6,1800,5,7072385.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Đỗ xe miễn phí, Bể bơi ngoài trời, Bồn tắm nước nóng, Điều hòa nhiệt độ, Trung tâm thể dục, Spa",Dịch Vụ · Quầy Bar · Phòng Tập Thể Dục,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENCST0gACgAMihDaG9Jb0pfWDFNS0d0SUt3QVJvTkwyY3ZNVEZpTmpNM1h6aDRaeEFCOA1IAA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CIADEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEMoD,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwO2G9C_s-CpJd1kCLUodhsiKv5kZXEJ6XOByGdB1t8ZugA0PqBwZuYMjqp5nXLWme1HxHhBchphaVAa20hPG6rS2CquAQeqJiIykiCK1R7eI-Fw5nWSnx6M_1FN8Abord55UDH3Q=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/p/AF1QipOJHjFA0PTE1sIwGe9vuA-6uPOvsbQ98McmcJ4C=s287-w287-h192-n-k-no-v1,"Resort rộng lớn đầy đủ tiện ích bên trong, dịch vụ chuyên nghiệp thích hợp nghĩ dưỡng."
Amanaki Saigon Boutique Hotel,"65 Hồ Tùng Mậu, Quận 1, Thành Phố Hồ Chí Minh",1,10.7718519,106.7039188,4.8,563,3,1940781.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Chỗ đậu xe, Bồn tắm nước nóng, Điều hòa nhiệt độ, Nhà hàng, Xe đưa đón ra sân bay, Dịch vụ giặt là",Món Ăn Sáng · Vị Trí · Dịch Vụ,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENCST0gACgAMidDaGtJMDZlZnBaZWx5X3RKR2cwdlp5OHhNVzFmYW0xdU5tUTFFQUU4DUgA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CJwDEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEMoD,https://lh3.googleusercontent.com/p/AF1QipOzI7clL5tYbLnIHBAb8YCy0zPld8ZzkdqoafzY=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzfQydR5AZtbH4PD4CeksutwKB7fxq1EfVEz7_tfP6t_9ChKlRCw2-MjLufIMjPJzTMlew8CzVpz_qfb8ov8lWT9QEHG2Baehomz8Jmik9yJa8Vdwk05ItwXUw5_Nn2mTzqx915=s287-w287-h192-n-k-no-v1,"This is the best integrated resort in Vietnam for sure. Beautiful beach,  pools , food and entertainment."
Alagon D'Antique Hotel,"303 Lý Tự Trọng, Quận 1, Thành Phố Hồ Chí Minh",1,10.778569486821247,106.7015995871049,4.4,981,4,2386786.0,"1 đêm, bao gồm thuế và phí","Wi-Fi ($), Điều hòa nhiệt độ, Chấp nhận vật nuôi, Trung tâm thể dục, Spa, Chỗ đậu xe, Quán bar, Dịch vụ phòng",Chăm Sóc Sức Khỏe · Món Ăn Sáng · Spa,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENCST0gACgAMihDaG9JbWF6eDNjS01vb3ZiQVJvTkwyY3ZNVEZtZVRSemRuWnVaQkFCOA1IAA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CLgDEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEMoD,https://lh3.googleusercontent.com/p/AF1QipPqTG7FUHmaNcqW02fuDfKRpfqNyVYG5LI0E1vk=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/p/AF1QipMcOuD0wQ1S5Jx_Kq3AeM-CZvszziLTrWn8C5Kk=s287-w287-h192-n-k-no-v1,"phòng rất đẹp, hài lòng"
Dịch vụ đầy đủ, gì cũng có"
HAPPY LIFE GRAND HOTEL& SKY BAR,"102 Lê Thị Hồng Gấm, Quận 1, Thành Phố Hồ Chí Minh",1,10.7698707,106.69922421706391,4.3,1100,4,3384743.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Chỗ đậu xe, Bể bơi, Điều hòa nhiệt độ, Quán bar, Nhà hàng, Dịch vụ phòng",Dịch Vụ · Vị Trí · Quầy Bar,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENEWT0gACgAMidDaGtJM011X3gtMmZoUFZaR2cwdlp5OHhNWE5yTjNwM1puQnVFQUU4DUgA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CCQQwIsFahgKEwjwqcOsh-OQAxUAAAAAHQAAAAAQjgQ,https://lh3.googleusercontent.com/p/AF1QipPBYHoRS_kOZhdSSPPACDWsx32NwQF72woSi71L=s287-w287-h192-n-k-no-v1,https://lh6.googleusercontent.com/proxy/W3wXZDYxP_5dQdISdub4GQJ5HQ6h5nGMC6Zvn_4eCrO53LVyzDzePDBjOjjE2pJBJh9b9NnYyUbGV2M33O96S3fqrr75zkPvMChIWyKRIurFXHFcULvzXktvypZbTIH4ISW78NxqbFZg0Rsxap1LdyIuba1bpw=s287-w287-h192-n-k-no-v1,"Trải nghiệm khá tốt về phần phòng
Đồ ăn ko gì đặt sắc, khá ít món
Về dịch vụ ở KS khá ít"
Silverland Mây Hotel,"28–30 Thi Sách, Quận 1, Thành Phố Hồ Chí Minh",1,10.7791396,106.70401034570511,4.5,1200,4,4056833.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Đỗ xe miễn phí, Có hồ bơi, Bồn tắm nước nóng, Điều hòa nhiệt độ, Trung tâm thể dục, Spa",Phòng Tập Thể Dục · Bể Bơi · Quầy Bar,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENEWT0gACgAMidDaGtJd2F2b29mYkgyNjFIR2cwdlp5OHhNWFI1Tmw4eU5uRmtFQUU4DUgA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CEAQwIsFahgKEwjwqcOsh-OQAxUAAAAAHQAAAAAQjgQ,https://lh3.googleusercontent.com/p/AF1QipNvaWkA9RGbWnJwZOWla75U_yGhzR1GfkPzSecc=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/p/AF1QipNxs19Q82qTthc3Ae9PKcCxnSBO5EC3mM9iPPA_=s287-w287-h192-n-k-no-v1,"Nice room with superb beach view. The resort has 3 major pools, a cinema and lots of indoor entertainment. Good for family trip"
Au Lac Charner Hotel,"87 Hồ Tùng Mậu, Quận 1, Thành Phố Hồ Chí Minh",1,10.7724924,106.7035654,4.4,2000,4,2197464.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Bể bơi ngoài trời, Bồn tắm nước nóng, Điều hòa nhiệt độ, Chấp nhận vật nuôi, Trung tâm thể dục, Spa",Phòng Tập Thể Dục · Món Ăn Sáng · Bể Bơi,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENEWT0gACgAMidDaGtJOU5LMmlKbmw5NmhmR2cwdlp5OHhNWE5uYUd3elpubHpFQUU4DUgA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CGQQwIsFahgKEwjwqcOsh-OQAxUAAAAAHQAAAAAQjgQ,https://lh3.googleusercontent.com/p/AF1QipPatFsIvz3_WBBN08DzCRhM09oUUjuRU-yg-Nm7=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/p/AF1QipORQ-hzBMkZLowCNSfvoBM53CX9VQ3AYSbF_P9a=s287-w287-h192-n-k-no-v1,"What an amazing experience! We spent a night over the Grand Ho Tram, enjoyed beautiful view, spacious room and cool infinitive swimming pool with the sea view! I’d love to come back again"
Millennium Boutique Hotel,"7 Thái Văn Lung, Quận 1, Thành Phố Hồ Chí Minh",1,10.779218475505257,106.70465912612966,4.1,541,4,1727776.0,"1 đêm, bao gồm thuế và phí","Bữa sáng miễn phí, Wi-Fi miễn phí, Chỗ đậu xe, Bể bơi ngoài trời, Điều hòa nhiệt độ, Quán bar, Nhà hàng, Dịch vụ phòng",Bể Bơi · Món Ăn Sáng · Vị Trí,1,https://www.google.com/travel/search?q=resort%20qu%E1%BA%ADn%201&g2lb=203023%2C4965990%2C72317059%2C72414906%2C72471280%2C72485658%2C72560029%2C72573224%2C72647020%2C72686036%2C72803964%2C72882230%2C72958624%2C72959983%2C73010541%2C73059275%2C73064764%2C73107089%2C73148423%2C73157405%2C73177761%2C73179103&hl=vi-VN&gl=vn&ssta=1&ts=CAESCgoCCAMKAggDEAAaUQozEjEyJTB4MzE3NTJmMzhmOWVkODg3YjoweDE0YWRlZDU3MDM3Njg5ODk6CFF14bqtbiAxEhoSFAoHCOkPEAsYGxIHCOkPEAsYHBgBMgIQACoLCgk6A1ZORFoCFBE&qs=CAASBENEWT0gACgAMidDaGtJMWJ6aTlwam13b05BR2cwdlp5OHhNV0owZGpZMU1IZ3hFQUU4DUgA&ap=KigKEgkc56LvLIglQBHNHom0AataQBISCaB8rAjTlCVAEc0eiVi2rFpAMAFoAboBB3Jldmlld3M&ictx=111&ved=0CIABEMCLBWoYChMI8KnDrIfjkAMVAAAAAB0AAAAAEI4E,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwZBBNT-VDIEiIewR0E36q413AFWyOpd4oKuCJs8Nqbxa-wgqrEZLpCllXhMzql5WzeZqnOpLa-m_zfdTiwUkfVhvlKX-AtkkOcdab0nmu71Eyj3wwMGn61IbqQZMnVowioGvZe=s287-w287-h192-n-k-no-v1,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzffY1TdmJUEyyMKrAKChQP9JnQP5a6T8NwxuLYovxwN-S2D3GvpEwLmDYy3YdN0CwQ1BcoZmp-jCqU7odOsWG_84R408iUvmqtSF5_JUbgoc5YfhvCo1K6FtoHWbAZnPDsqYam=s287-w287-h192-n-k-no-v1,Phong  cảnh ở đây quá đẹp luôn mọi người ơi
